date,Paris_weather,Paris_min,Paris_max,Paris_avg,tweetCount,replyCount,retweetCount,likeCount,quoteCount,reactions,replyAvg,retweetAvg,likeAvg,quoteAvg,reactionsAvg,contest
2018-07-30,2,21,27,24.0,28,38,115,726,3,882,1.4,4.1,25.9,0.1,31.5,0
2018-07-31,3,22,28,25.0,18,39,72,481,7,599,2.2,4.0,26.7,0.4,33.3,1
2018-08-01,3,24,29,26.5,22,36,48,406,6,496,1.6,2.2,18.5,0.3,22.5,0
2018-08-02,3,25,32,28.5,28,58,46,416,4,524,2.1,1.6,14.9,0.1,18.7,0
2018-08-03,3,27,34,30.5,31,56,72,671,1,800,1.8,2.3,21.6,0.0,25.8,1
2018-08-04,3,27,32,29.5,3,3,52,348,3,406,1.0,17.3,116.0,1.0,135.3,0
2018-08-05,3,22,30,26.0,5,14,39,346,2,401,2.8,7.8,69.2,0.4,80.2,0
2018-08-06,3,28,33,30.5,40,100,608,1216,16,1940,2.5,15.2,30.4,0.4,48.5,0
2018-08-07,3,30,36,33.0,45,69,95,731,5,900,1.5,2.1,16.2,0.1,20.0,0
2018-08-08,2,22,24,23.0,24,4007,2424,3078,84,9593,167.0,101.0,128.2,3.5,399.7,0
2018-08-09,2,16,20,18.0,37,6741,5927,4256,298,17222,182.2,160.2,115.0,8.1,465.5,1
2018-08-10,3,19,22,20.5,23,265,195,742,6,1208,11.5,8.5,32.3,0.3,52.5,2
2018-08-11,3,19,24,21.5,7,15,43,375,1,434,2.1,6.1,53.6,0.1,62.0,1
2018-08-12,3,23,30,26.5,11,26,93,581,12,712,2.4,8.5,52.8,1.1,64.7,1
2018-08-13,3,19,24,21.5,39,3225,2791,2421,323,8760,82.7,71.6,62.1,8.3,224.6,4
2018-08-14,2,21,25,23.0,33,69,122,979,9,1179,2.1,3.7,29.7,0.3,35.7,3
2018-08-15,3,20,25,22.5,13,29,139,670,9,847,2.2,10.7,51.5,0.7,65.2,2
2018-08-16,3,23,30,26.5,29,59,96,482,8,645,2.0,3.3,16.6,0.3,22.2,2
2018-08-17,3,20,24,22.0,32,67,295,1502,20,1884,2.1,9.2,46.9,0.6,58.9,1
2018-08-18,3,19,25,22.0,7,16,45,346,0,407,2.3,6.4,49.4,0.0,58.1,0
2018-08-19,3,22,28,25.0,8,31,38,380,3,452,3.9,4.8,47.5,0.4,56.5,0
2018-08-20,2,21,24,22.5,29,332,1813,1195,17,3357,11.4,62.5,41.2,0.6,115.8,3
2018-08-21,2,23,25,24.0,46,1035,25203,9473,437,36148,22.5,547.9,205.9,9.5,785.8,2
2018-08-22,3,24,29,26.5,24,49,267,853,9,1178,2.0,11.1,35.5,0.4,49.1,3
2018-08-23,3,22,26,24.0,30,76,313,775,16,1180,2.5,10.4,25.8,0.5,39.3,1
2018-08-24,2,18,19,18.5,34,213,598,1652,19,2482,6.3,17.6,48.6,0.6,73.0,0
2018-08-25,2,16,18,17.0,8,11,127,562,2,702,1.4,15.9,70.2,0.2,87.8,0
2018-08-26,3,18,22,20.0,10,53,237,649,11,950,5.3,23.7,64.9,1.1,95.0,0
2018-08-27,3,19,22,20.5,34,180,326,637,16,1159,5.3,9.6,18.7,0.5,34.1,0
2018-08-28,3,20,27,23.5,49,95,192,1044,18,1349,1.9,3.9,21.3,0.4,27.5,0
2018-08-29,2,18,21,19.5,24,102,229,531,11,873,4.2,9.5,22.1,0.5,36.4,2
2018-08-30,3,19,21,20.0,50,337,880,2061,52,3330,6.7,17.6,41.2,1.0,66.6,1
2018-08-31,3,19,22,20.5,36,205,527,1534,23,2289,5.7,14.6,42.6,0.6,63.6,0
2018-09-01,3,19,23,21.0,9,38,243,592,9,882,4.2,27.0,65.8,1.0,98.0,0
2018-09-02,3,18,24,21.0,8,25,153,581,6,765,3.1,19.1,72.6,0.8,95.6,0
2018-09-03,3,20,24,22.0,42,106,247,417,8,778,2.5,5.9,9.9,0.2,18.5,0
2018-09-04,2,19,23,21.0,33,62,259,557,4,882,1.9,7.8,16.9,0.1,26.7,0
2018-09-05,3,20,25,22.5,21,52,252,556,9,869,2.5,12.0,26.5,0.4,41.4,1
2018-09-06,2,18,22,20.0,31,245,61,800,6,1112,7.9,2.0,25.8,0.2,35.9,0
2018-09-07,3,17,20,18.5,21,34,46,269,2,351,1.6,2.2,12.8,0.1,16.7,0
2018-09-08,3,18,22,20.0,7,26,8,117,0,151,3.7,1.1,16.7,0.0,21.6,0
2018-09-09,3,20,28,24.0,9,38,207,868,8,1121,4.2,23.0,96.4,0.9,124.6,0
2018-09-10,3,19,25,22.0,41,840,13345,3867,160,18212,20.5,325.5,94.3,3.9,444.2,0
2018-09-11,3,22,28,25.0,56,297,1979,1687,30,3993,5.3,35.3,30.1,0.5,71.3,2
2018-09-12,3,22,27,24.5,42,12880,12123,5900,1039,31942,306.7,288.6,140.5,24.7,760.5,1
2018-09-13,2,16,20,18.0,39,537,1039,1886,75,3537,13.8,26.6,48.4,1.9,90.7,2
2018-09-14,3,17,21,19.0,30,552,926,3694,91,5263,18.4,30.9,123.1,3.0,175.4,0
2018-09-15,3,17,22,19.5,9,121,374,1031,21,1547,13.4,41.6,114.6,2.3,171.9,0
2018-09-16,3,19,25,22.0,9,53,351,902,7,1313,5.9,39.0,100.2,0.8,145.9,0
2018-09-17,3,21,28,24.5,74,203,178,1016,32,1429,2.7,2.4,13.7,0.4,19.3,3
2018-09-18,3,21,25,23.0,25,28,58,409,2,497,1.1,2.3,16.4,0.1,19.9,0
2018-09-19,3,20,25,22.5,34,49,73,509,9,640,1.4,2.1,15.0,0.3,18.8,0
2018-09-20,3,20,25,22.5,34,115,54,369,12,550,3.4,1.6,10.9,0.4,16.2,0
2018-09-21,3,16,19,17.5,23,29,74,420,4,527,1.3,3.2,18.3,0.2,22.9,0
2018-09-22,2,15,18,16.5,8,22,152,266,3,443,2.8,19.0,33.2,0.4,55.4,0
2018-09-23,2,13,21,17.0,13,16,30,328,3,377,1.2,2.3,25.2,0.2,29.0,0
2018-09-24,3,13,17,15.0,8,16,15,152,2,185,2.0,1.9,19.0,0.2,23.1,0
2018-09-25,3,13,17,15.0,24,41,32,214,3,290,1.7,1.3,8.9,0.1,12.1,0
2018-09-26,3,13,21,17.0,23,74,174,811,8,1067,3.2,7.6,35.3,0.3,46.4,2
2018-09-27,3,17,24,20.5,26,48,72,451,4,575,1.8,2.8,17.3,0.2,22.1,0
2018-09-28,3,15,19,17.0,36,53,118,690,3,864,1.5,3.3,19.2,0.1,24.0,0
2018-09-29,3,12,18,15.0,7,14,43,277,3,337,2.0,6.1,39.6,0.4,48.1,0
2018-09-30,3,12,18,15.0,9,25,79,438,4,546,2.8,8.8,48.7,0.4,60.7,0
2018-10-01,2,11,15,13.0,30,35,87,401,4,527,1.2,2.9,13.4,0.1,17.6,1
2018-10-02,2,12,15,13.5,35,69,135,646,7,857,2.0,3.9,18.5,0.2,24.5,1
2018-10-03,2,16,19,17.5,20,79,126,964,9,1178,4.0,6.3,48.2,0.4,58.9,1
2018-10-04,3,15,20,17.5,51,295,3150,1837,50,5332,5.8,61.8,36.0,1.0,104.5,8
2018-10-05,3,16,24,20.0,40,59,246,1193,7,1505,1.5,6.2,29.8,0.2,37.6,0
2018-10-06,3,18,23,20.5,9,10,28,258,2,298,1.1,3.1,28.7,0.2,33.1,0
2018-10-07,2,13,15,14.0,12,18,46,412,2,478,1.5,3.8,34.3,0.2,39.8,0
2018-10-08,3,13,18,15.5,31,86,103,612,10,811,2.8,3.3,19.7,0.3,26.2,2
2018-10-09,3,15,22,18.5,26,50,102,585,4,741,1.9,3.9,22.5,0.2,28.5,0
2018-10-10,3,17,24,20.5,24,29,84,471,2,586,1.2,3.5,19.6,0.1,24.4,0
2018-10-11,3,19,25,22.0,15,26,65,353,4,448,1.7,4.3,23.5,0.3,29.9,0
2018-10-12,3,19,25,22.0,22,38,68,487,10,603,1.7,3.1,22.1,0.5,27.4,2
2018-10-13,3,20,26,23.0,4,17,66,351,3,437,4.2,16.5,87.8,0.8,109.2,0
2018-10-14,3,20,24,22.0,7,29,115,763,4,911,4.1,16.4,109.0,0.6,130.1,0
2018-10-15,3,20,25,22.5,36,121,121,789,18,1049,3.4,3.4,21.9,0.5,29.1,1
2018-10-16,3,20,24,22.0,33,58,65,521,13,657,1.8,2.0,15.8,0.4,19.9,1
2018-10-17,3,17,21,19.0,37,81,172,939,13,1205,2.2,4.6,25.4,0.4,32.6,2
2018-10-18,3,15,20,17.5,25,45,93,520,4,662,1.8,3.7,20.8,0.2,26.5,0
2018-10-19,3,14,18,16.0,27,83,124,733,8,948,3.1,4.6,27.1,0.3,35.1,0
2018-10-20,3,12,17,14.5,12,23,138,880,4,1045,1.9,11.5,73.3,0.3,87.1,0
2018-10-21,3,12,18,15.0,5,22,78,516,4,620,4.4,15.6,103.2,0.8,124.0,0
2018-10-22,2,12,15,13.5,30,64,158,814,11,1047,2.1,5.3,27.1,0.4,34.9,0
2018-10-23,3,10,17,13.5,30,67,111,732,18,928,2.2,3.7,24.4,0.6,30.9,0
2018-10-24,2,13,17,15.0,21,182,49,363,16,610,8.7,2.3,17.3,0.8,29.0,1
2018-10-25,3,11,15,13.0,31,127,313,1629,21,2090,4.1,10.1,52.5,0.7,67.4,0
2018-10-26,2,10,13,11.5,32,54,257,1467,13,1791,1.7,8.0,45.8,0.4,56.0,1
2018-10-27,3,7,10,8.5,47,94,176,1249,18,1537,2.0,3.7,26.6,0.4,32.7,0
2018-10-28,2,6,8,7.0,56,79,174,1302,11,1566,1.4,3.1,23.2,0.2,28.0,0
2018-10-29,2,4,6,5.0,45,73,139,854,11,1077,1.6,3.1,19.0,0.2,23.9,2
2018-10-30,2,7,10,8.5,38,73,145,884,20,1122,1.9,3.8,23.3,0.5,29.5,2
2018-10-31,2,7,11,9.0,20,40,43,352,4,439,2.0,2.2,17.6,0.2,22.0,0
2018-11-01,2,10,11,10.5,4,11,77,457,3,548,2.8,19.2,114.2,0.8,137.0,0
2018-11-02,3,8,11,9.5,43,88,77,612,9,786,2.0,1.8,14.2,0.2,18.3,1
2018-11-03,3,6,11,8.5,7,7,60,452,3,522,1.0,8.6,64.6,0.4,74.6,0
2018-11-04,3,8,13,10.5,8,18,189,910,3,1120,2.2,23.6,113.8,0.4,140.0,0
2018-11-05,3,12,18,15.0,30,78,181,1026,14,1299,2.6,6.0,34.2,0.5,43.3,0
2018-11-06,3,13,19,16.0,26,42,89,426,6,563,1.6,3.4,16.4,0.2,21.7,0
2018-11-07,2,10,13,11.5,28,84,98,673,13,868,3.0,3.5,24.0,0.5,31.0,0
2018-11-08,3,8,12,10.0,17,20,43,264,0,327,1.2,2.5,15.5,0.0,19.2,0
2018-11-09,3,9,14,11.5,28,93,86,696,7,882,3.3,3.1,24.9,0.2,31.5,0
2018-11-10,2,12,13,12.5,7,8,33,243,2,286,1.1,4.7,34.7,0.3,40.9,0
2018-11-11,2,12,12,12.0,7,27,191,874,3,1095,3.9,27.3,124.9,0.4,156.4,0
2018-11-12,3,10,11,10.5,24,56,203,1529,7,1795,2.3,8.5,63.7,0.3,74.8,1
2018-11-13,3,11,14,12.5,14,147,222,1314,25,1708,10.5,15.9,93.9,1.8,122.0,0
2018-11-14,3,9,13,11.0,21,49,91,832,3,975,2.3,4.3,39.6,0.1,46.4,0
2018-11-15,3,9,12,10.5,14,50,106,520,12,688,3.6,7.6,37.1,0.9,49.1,0
2018-11-16,3,6,10,8.0,15,32,41,395,3,471,2.1,2.7,26.3,0.2,31.4,0
2018-11-17,3,4,8,6.0,1,3,24,97,1,125,3.0,24.0,97.0,1.0,125.0,0
2018-11-18,3,4,8,6.0,3,19,76,468,3,566,6.3,25.3,156.0,1.0,188.7,0
2018-11-19,2,2,6,4.0,10,755,9376,3148,147,13426,75.5,937.6,314.8,14.7,1342.6,1
2018-11-20,2,2,4,3.0,11,46,72,421,5,544,4.2,6.5,38.3,0.5,49.5,1
2018-11-21,3,1,5,3.0,18,157,418,1331,41,1947,8.7,23.2,73.9,2.3,108.2,0
2018-11-22,1,2,6,4.0,30,90,93,611,8,802,3.0,3.1,20.4,0.3,26.7,0
2018-11-23,3,5,8,6.5,29,133,224,835,45,1237,4.6,7.7,28.8,1.6,42.7,0
2018-11-24,2,7,8,7.5,1,10,66,359,5,440,10.0,66.0,359.0,5.0,440.0,0
2018-11-25,2,7,8,7.5,2,11,29,182,2,224,5.5,14.5,91.0,1.0,112.0,0
2018-11-26,2,5,7,6.0,13,70,220,1032,15,1337,5.4,16.9,79.4,1.2,102.8,0
2018-11-27,2,5,8,6.5,17,28,49,433,5,515,1.6,2.9,25.5,0.3,30.3,0
2018-11-28,2,10,11,10.5,8,37,83,474,4,598,4.6,10.4,59.2,0.5,74.8,0
2018-11-29,3,10,13,11.5,12,1062,109,1075,67,2313,88.5,9.1,89.6,5.6,192.8,0
2018-11-30,3,9,11,10.0,9,44,118,740,10,912,4.9,13.1,82.2,1.1,101.3,0
2018-12-01,2,7,11,9.0,3,9,41,215,2,267,3.0,13.7,71.7,0.7,89.0,0
2018-12-02,2,14,15,14.5,5,29,65,381,2,477,5.8,13.0,76.2,0.4,95.4,0
2018-12-03,1,12,14,13.0,34,957,15677,5433,158,22225,28.1,461.1,159.8,4.6,653.7,0
2018-12-04,3,8,11,9.5,20,75,267,826,15,1183,3.8,13.4,41.3,0.8,59.2,1
2018-12-05,2,9,11,10.0,11,55,102,296,2,455,5.0,9.3,26.9,0.2,41.4,0
2018-12-06,2,11,13,12.0,15,37,249,451,5,742,2.5,16.6,30.1,0.3,49.5,1
2018-12-07,2,9,12,10.5,16,51,332,1417,12,1812,3.2,20.8,88.6,0.8,113.2,0
2018-12-08,2,9,12,10.5,4,78,391,792,6,1267,19.5,97.8,198.0,1.5,316.8,1
2018-12-09,1,9,11,10.0,5,117,654,827,14,1612,23.4,130.8,165.4,2.8,322.4,2
2018-12-10,2,7,10,8.5,13,41,299,644,7,991,3.2,23.0,49.5,0.5,76.2,0
2018-12-11,3,6,8,7.0,10,207,249,675,15,1146,20.7,24.9,67.5,1.5,114.6,1
2018-12-12,3,1,5,3.0,21,162,98,719,4,983,7.7,4.7,34.2,0.2,46.8,1
2018-12-13,3,0,3,1.5,56,97,149,1376,9,1631,1.7,2.7,24.6,0.2,29.1,6
2018-12-14,3,-1,2,0.5,9,23,31,248,6,308,2.6,3.4,27.6,0.7,34.2,0
2018-12-15,2,-1,2,0.5,1,11,175,817,5,1008,11.0,175.0,817.0,5.0,1008.0,0
2018-12-16,3,2,5,3.5,2,29,87,350,9,475,14.5,43.5,175.0,4.5,237.5,0
2018-12-17,3,4,7,5.5,8,33,48,344,9,434,4.1,6.0,43.0,1.1,54.2,0
2018-12-18,3,5,8,6.5,36,202,72,645,9,928,5.6,2.0,17.9,0.2,25.8,0
2018-12-19,2,8,9,8.5,16,366,728,2262,58,3414,22.9,45.5,141.4,3.6,213.4,2
2018-12-20,3,7,9,8.0,25,215,331,2342,39,2927,8.6,13.2,93.7,1.6,117.1,0
2018-12-21,1,12,15,13.5,4,79,94,902,5,1080,19.8,23.5,225.5,1.2,270.0,0
2018-12-22,2,10,12,11.0,1,5,23,162,1,191,5.0,23.0,162.0,1.0,191.0,0
2018-12-23,2,10,13,11.5,7,150,171,1343,10,1674,21.4,24.4,191.9,1.4,239.1,0
2018-12-24,2,7,13,10.0,13,66,82,565,5,718,5.1,6.3,43.5,0.4,55.2,0
2018-12-25,3,2,8,5.0,3,10,63,269,2,344,3.3,21.0,89.7,0.7,114.7,0
2018-12-26,3,1,4,2.5,38,234,238,2253,12,2737,6.2,6.3,59.3,0.3,72.0,0
2018-12-27,2,1,3,2.0,20,114,36,347,13,510,5.7,1.8,17.4,0.6,25.5,0
2018-12-28,3,0,3,1.5,15,79,55,648,12,794,5.3,3.7,43.2,0.8,52.9,0
2018-12-29,2,2,5,3.5,2,19,10,222,2,253,9.5,5.0,111.0,1.0,126.5,0
2018-12-30,2,5,7,6.0,3,23,54,553,5,635,7.7,18.0,184.3,1.7,211.7,0
2018-12-31,2,7,9,8.0,9,42,116,856,6,1020,4.7,12.9,95.1,0.7,113.3,0
2019-01-01,2,7,9,8.0,2,12,5,170,0,187,6.0,2.5,85.0,0.0,93.5,0
2019-01-02,3,5,8,6.5,9,45,159,820,11,1035,5.0,17.7,91.1,1.2,115.0,0
2019-01-03,3,3,7,5.0,29,209,139,1465,24,1837,7.2,4.8,50.5,0.8,63.3,1
2019-01-04,3,2,6,4.0,28,278,151,1645,14,2088,9.9,5.4,58.8,0.5,74.6,0
2019-01-05,2,3,6,4.5,2,42,455,1513,17,2027,21.0,227.5,756.5,8.5,1013.5,0
2019-01-06,2,3,5,4.0,3,61,156,869,11,1097,20.3,52.0,289.7,3.7,365.7,0
2019-01-07,2,5,7,6.0,27,744,10287,4004,218,15253,27.6,381.0,148.3,8.1,564.9,1
2019-01-08,3,7,9,8.0,18,74,180,689,4,947,4.1,10.0,38.3,0.2,52.6,1
2019-01-09,2,5,7,6.0,54,338,228,1300,28,1894,6.3,4.2,24.1,0.5,35.1,3
2019-01-10,3,2,5,3.5,35,236,310,1987,28,2561,6.7,8.9,56.8,0.8,73.2,1
2019-01-11,2,4,7,5.5,18,155,289,1765,11,2220,8.6,16.1,98.1,0.6,123.3,0
2019-01-12,2,6,7,6.5,3,24,96,399,2,521,8.0,32.0,133.0,0.7,173.7,0
2019-01-13,2,10,10,10.0,2,47,111,781,3,942,23.5,55.5,390.5,1.5,471.0,0
2019-01-14,2,8,9,8.5,24,586,10629,4144,90,15449,24.4,442.9,172.7,3.8,643.7,4
2019-01-15,2,7,8,7.5,11,87,526,1096,9,1718,7.9,47.8,99.6,0.8,156.2,2
2019-01-16,2,4,7,5.5,22,153,785,1090,14,2042,7.0,35.7,49.5,0.6,92.8,3
2019-01-17,2,5,7,6.0,43,249,354,2363,22,2988,5.8,8.2,55.0,0.5,69.5,7
2019-01-18,2,2,7,4.5,38,337,686,3511,17,4551,8.9,18.1,92.4,0.4,119.8,3
2019-01-19,2,0,3,1.5,2,45,100,549,5,699,22.5,50.0,274.5,2.5,349.5,1
2019-01-20,2,2,4,3.0,4,251,822,2358,27,3458,62.8,205.5,589.5,6.8,864.5,1
2019-01-21,3,1,5,3.0,24,7889,60415,26416,2063,96783,328.7,2517.3,1100.7,86.0,4032.6,2
2019-01-22,1,-1,2,0.5,33,807,1783,5112,51,7753,24.5,54.0,154.9,1.5,234.9,0
2019-01-23,0,-1,1,0.0,38,1132,5225,8297,109,14763,29.8,137.5,218.3,2.9,388.5,3
2019-01-24,2,-3,1,-1.0,33,123,584,2711,21,3439,3.7,17.7,82.2,0.6,104.2,1
2019-01-25,1,1,3,2.0,23,615,1521,6076,43,8255,26.7,66.1,264.2,1.9,358.9,2
2019-01-26,2,6,8,7.0,5,111,276,1427,7,1821,22.2,55.2,285.4,1.4,364.2,0
2019-01-27,2,6,7,6.5,6,139,673,1750,9,2571,23.2,112.2,291.7,1.5,428.5,1
2019-01-28,3,3,6,4.5,15,301,1343,4569,32,6245,20.1,89.5,304.6,2.1,416.3,0
2019-01-29,2,2,4,3.0,17,493,1431,4667,29,6620,29.0,84.2,274.5,1.7,389.4,1
2019-01-30,3,1,2,1.5,34,776,1318,5577,48,7719,22.8,38.8,164.0,1.4,227.0,2
2019-01-31,3,-1,1,0.0,24,191,877,2792,11,3871,8.0,36.5,116.3,0.5,161.3,1
2019-02-01,2,3,6,4.5,32,652,1609,5699,69,8029,20.4,50.3,178.1,2.2,250.9,0
2019-02-02,2,3,5,4.0,8,408,1705,3647,36,5796,51.0,213.1,455.9,4.5,724.5,0
2019-02-03,3,2,5,3.5,7,279,668,2552,13,3512,39.9,95.4,364.6,1.9,501.7,1
2019-02-04,2,2,4,3.0,44,3373,3247,17305,127,24052,76.7,73.8,393.3,2.9,546.6,1
2019-02-05,3,2,7,4.5,20,230,261,2870,18,3379,11.5,13.0,143.5,0.9,169.0,1
2019-02-06,2,5,10,7.5,32,229,104,1140,12,1485,7.2,3.2,35.6,0.4,46.4,0
2019-02-07,1,9,10,9.5,28,151,155,1314,14,1634,5.4,5.5,46.9,0.5,58.4,1
2019-02-08,2,8,10,9.0,17,365,119,1139,21,1644,21.5,7.0,67.0,1.2,96.7,3
2019-02-09,2,10,11,10.5,9,67,83,690,10,850,7.4,9.2,76.7,1.1,94.4,1
2019-02-10,1,8,11,9.5,10,43,111,940,3,1097,4.3,11.1,94.0,0.3,109.7,3
2019-02-11,2,5,9,7.0,24,250,1027,3474,44,4795,10.4,42.8,144.8,1.8,199.8,2
2019-02-12,3,4,9,6.5,23,143,42,1075,5,1265,6.2,1.8,46.7,0.2,55.0,1
2019-02-13,3,4,11,7.5,16,43,97,896,6,1042,2.7,6.1,56.0,0.4,65.1,1
2019-02-14,3,6,11,8.5,16,47,165,981,18,1211,2.9,10.3,61.3,1.1,75.7,2
2019-02-15,3,8,16,12.0,16,1613,27349,7332,512,36806,100.8,1709.3,458.2,32.0,2300.4,2
2019-02-16,3,9,16,12.5,5,434,386,928,28,1776,86.8,77.2,185.6,5.6,355.2,1
2019-02-17,3,8,16,12.0,3,18,78,610,2,708,6.0,26.0,203.3,0.7,236.0,0
2019-02-18,3,9,14,11.5,18,217,565,1615,23,2420,12.1,31.4,89.7,1.3,134.4,3
2019-02-19,3,8,13,10.5,9,32,68,507,10,617,3.6,7.6,56.3,1.1,68.6,0
2019-02-20,3,7,13,10.0,36,317,764,4492,56,5629,8.8,21.2,124.8,1.6,156.4,1
2019-02-21,3,9,18,13.5,15,59,176,858,10,1103,3.9,11.7,57.2,0.7,73.5,3
2019-02-22,3,12,17,14.5,43,167,119,1575,22,1883,3.9,2.8,36.6,0.5,43.8,1
2019-02-23,3,10,16,13.0,4,55,108,609,18,790,13.8,27.0,152.2,4.5,197.5,0
2019-02-24,3,9,15,12.0,6,53,57,539,10,659,8.8,9.5,89.8,1.7,109.8,0
2019-02-25,3,10,17,13.5,24,190,268,1359,9,1826,7.9,11.2,56.6,0.4,76.1,2
